user_id,Phones,Fashion,Home Decor,Consumer Durables,Back to School,Toys,Books,Groceries,Fitness,Board Games,Painiting Supplies,Gaming,TVs,Laptops,Beauty Products,Pet Supplies,Ereaders,Kitchen cleaning Supplies,target_cat
138,2.516603847,2.258976696,3.01028013,0.293745614,0,0,0,0,0,0,0,0,0,0,0.63081556,0,0.748237921,0,Phones
139,0.875276724,2.056083154,0,0,0.924385754,0.180306509,0,0,0,1.449774637,1.083550704,0.93278909,0,0,0,0,0,0,Phones
140,1.30558446,2.366138779,1.104381227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97935442,Phones
141,2.095398304,3.180570605,1.431718598,0,1.274153336,0,0,0,0,0,0,0.31414344,0,0,0,0,0,0,Phones
142,3.630492441,3.974998842,0,0.984502016,0.459310177,1.090097367,0,0,0.477961504,0,0,0.331015594,0,0,0,0,0,0,Fitness
144,2.962366985,2.266120835,0,0,0,0,0,1.18892751,0,0,0,0,0,0,0,0.674900078,0,1.257843829,Pet Supplies
145,3.56360048,2.026077771,3.267255263,0.675388706,0,1.344728696,0,0.39911681,0,0,0,0.297271286,0,0,0,1.257313849,0,0,Fashion
147,3.123090957,0,1.428659371,0.394569191,0,0.929060256,0,0.767133609,0,0,0,0,0,1.510573227,0,0,1.221002357,2.478555736,Ereaders
150,5.679646714,3.1134157,5.751348216,1.901572879,0.762954562,0.73223712,0,1.81157565,2.711334993,0,0.955698114,0,0,0,0,0,0,0,Fashion
153,2.974401429,1.317379199,2.334190792,1.217099998,0.885949755,2.796815467,0,1.455869272,0,0,0,0.785760318,0,0,0,0,0,0,Phones
155,0,2.150385786,0,0,0,0,0,1.129319155,0,0,0,0.839590524,0,0,0.126592238,0.881119547,0,0,Fashion
157,1.813352475,3.489197402,0,0,0,0,0,1.735769373,0,0,0,0,0,0,0,0,0,0,Phones
162,3.777715843,3.364889386,0.446647255,0.41715396,1.79496111,0.523026514,0.549674281,0,2.231114513,0,0,0,0,0,0,0,0,0,Fashion
164,3.405686582,2.118951575,2.481033725,1.09164502,0.868653556,0,0,0,0,0,0,0,0,0,0.169504861,0,0,0,Phones
166,1.237715082,4.209326595,0,1.184246161,0.636115768,0,0.358144716,0,0,0,0,0,0.753240813,0,0,1.366047751,0,1.359956612,TVs
167,3.051678443,1.990357076,0,1.358568977,0,1.64753352,0,0,0,0,0.508214047,0.707827035,0,0,0,0,0,0,Phones
176,0,0,0,0,0,1.220853996,0,0,0,0,0,0,0,0,0,0,0,0,Phones
183,2.851735624,3.546350512,1.428659371,0.650577776,0.672629966,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
185,2.064182056,3.449190224,1.046255899,0.548820647,1.072364346,0,0,0,0.971171091,0,0,1.324062377,0,0,1.720796189,0,0,0,Fitness
186,2.314339662,1.057332546,1.667279137,0,0.980117951,1.479614482,0,0,0,0,0,0,0,0,0,0,0,0,Phones
189,1.748170994,2.413290095,6.369312226,1.263633957,0,0.423926754,0.995019449,0,1.07696643,0,0,0.765674421,0,0,0,0,0,0,Fashion
193,1.111383964,2.133239853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
194,1.6174415,2.154672269,0.569016366,1.14212862,0,3.900676689,0,0,0,0,0,0,0,0,0,0,0,0,Phones
200,0.578080935,0,0.960597521,0,0,0,0,0,0.847680447,0,0,0,0,0,0,0,0,0,Fitness
205,2.675311896,2.911950985,2.321953881,1.644092156,0.78793796,0,0,0,0,0,0,0,0,0,0,1.484780172,0,1.086108693,Fashion
212,1.873097076,1.861762578,0,0,0,2.754147514,0,0.754175271,0,0,0,0,0,0,0,0,0,0,Phones
222,1.26392207,2.143241647,0.513950266,0.498516576,4.108808193,0,0,0,0,0,0,0.754426318,1.463089439,0,0,0,0,0,Fashion
227,2.446290927,2.243259591,0,0.66260623,0,1.072204355,0,0,0,0,0,0,0.525342669,1.353950168,0,0,0,0,TVs
229,2.900423197,2.843367252,1.62139072,0,0,0,0.81438994,1.474010945,0,0,0,0,0,0.935871682,0,0,0,0,Fashion
230,3.089980963,2.801931247,1.535732343,0,0.613054169,0,0,0.881166983,1.198574596,0,0,0,0,0,1.85382532,0,0,0,Fashion
231,0.549552583,3.254869648,0.911649877,0,1.058911747,0,0,1.115064983,0,0,0,0.798615293,0,0,0,1.810981877,0,0,Phones
236,3.526214289,3.563496446,0,1.088162154,2.838498457,1.29380243,0,0,0,0,0,0,0,0,0,0,0,0,Phones
237,0,1.165923456,2.416789942,0.25087405,0.628428568,1.319953756,0,0,0,0.72023464,0,0.184790259,0,0,0,1.113585129,0,0,Pet Supplies
244,1.097272509,4.199324801,1.147210415,0,0,0.572576395,0.694489318,0,0.476643769,0,0,0,0,0,0,0,0,0,Phones
245,2.281962731,0,2.14451867,0.750683236,1.218421139,1.450710385,0,0,0,0,0,0,0,0,0,0,0,0,Phones
252,2.917527991,2.293268563,1.235928021,0.982778536,0,0,0,0.293506355,0,0,0,0,0,0,0,0,1.705762308,0,Phones
254,4.535519288,7.201291935,0,0.257301194,1.531674523,0,0,0.81702321,0.355223851,0,0,0,0,0,0,0.592412291,0,0,Pet Supplies
257,2.057401227,3.699235083,1.330764082,0.303368377,0,0,0,2.221707047,0,0,0,1.297548992,0,0,0,0,0,0,Phones
259,3.608928183,4.652263202,1.009545166,0,0,0.370247717,0,0,0,0,0,1.305583351,0,0.994008269,0,0,0,0,Fashion
260,3.655722012,5.736743476,0.569016366,0.442072607,0,0.400528199,0,0,1.365738761,0.984506782,0,0,0,0,0,1.074840865,0,0,Pet Supplies
261,1.433137349,2.649046676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
269,2.444763713,0,2.930740208,0,0.574618171,0.480358562,0,0,0,0,0,0,0,0,0,0,0,0,Phones
270,2.149156227,1.124487451,0,1.42858535,0,0,0,0,0,0,1.214599609,0,0,0,0,0,1.483915833,0,Phones
271,2.473414243,0.734417471,1.667279137,0,0.434326778,1.003385076,0,2.379150854,1.156407058,0,0,1.120793092,0,0,0,0,0,0,Fashion
275,3.014842049,1.957494038,0,0.333996052,1.741150712,1.441075686,0,0.245560505,0.351270645,0,0,0,0,0,0,0,0,0,Fitness
278,3.470135001,0,3.132649241,0.331446738,0,0,0,0,0.787817604,0,0,0,0,0,0,0,0.749649159,0,Ereaders
285,2.770854386,2.969104095,0,0.941845887,2.411858879,0,0,0,0,0,0,0,0,0,0,0,1.644796864,0,Fashion
286,3.301591696,3.14484991,0.988130571,1.493036319,0,0.452830851,0,0,0,0,0,0,0,0.521591635,0,0,0,0,Laptops
289,1.642976514,2.058940809,1.110499682,0,0.79562516,2.177441963,0,0,0,0,0,0,0,0,0,0,0,0,Phones
292,0.484248924,0,0,0,0,0,0.529431319,0,0,0,0,0,0,0,0,0,1.05955683,0,Ereaders
295,1.778470914,1.610288891,0,1.204102087,0.482371776,0,0,2.712828057,0,0,0,0,0,0,0,0.867371582,0.996686217,0,Fashion
297,2.580746822,4.400789516,0.709740844,0.805798689,2.671301866,0,1.734666144,0,0,0.560182498,0,1.099100323,1.446826285,0,0,0,0,0.735676188,Fashion
301,3.089919875,5.549567039,2.692120441,1.647718645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777449599,Phones
310,5.085255136,3.176284121,0,0.671187723,1.550892522,1.500260265,0,0,1.879843869,0,0,1.38432007,0,1.026329118,0,0,0,0,Phones
314,3.03707828,0,1.08602586,0,0.307487985,3.273044872,0,0,0,0,0,0,0,0,2.377359323,0,0,0,Phones
323,1.0909193,4.968034138,2.799193414,0,1.206890339,0.905661701,0,0,0.62780686,0,0,1.204350427,0,0,0,0,0,0,Phones
324,3.2450237,4.137885207,0,0,0,0.256007715,0,0,1.712114959,0,0,2.301040442,0,0,0,0,0,0,Fashion
327,3.793232334,1.388820587,1.009545166,0,0,2.319209676,0.878233129,0.336916788,1.483017224,0,0,0,0,0,0,0,0,0.928298029,Fitness
328,2.095215039,2.55045756,0,0,0,0.256007715,0,0,0.167352413,0,0,0,0,0,0,0,0,0.33882878,Fitness
334,3.565005517,1.280229677,3.071464686,0.257229383,0,1.486496409,0,0,0,0.679291069,0,0,1.040936957,0,0,0,0,0,TVs
340,0.425848272,2.591893565,2.422908397,0,0,0,0,0,0,0,0,0,0,0,0,0.866121767,0,0,Pet Supplies
341,2.871772668,0.454367229,0,0.742137648,0,0,0,0,3.003307539,0.556460355,0,0,0,0,0,1.102336794,0,0,Fashion
346,2.768838464,4.329348128,0.406877294,0,0,0,0,2.290386238,0,0,0,0,0,0,0,0,0,0.631242659,Phones
347,2.212077432,0.993035297,1.082966632,1.56685871,1.103113145,0,0,0.836460717,0,0,0,1.226846632,0,0,0,0,0,1.069863478,Phones
352,0.576798076,0,0.740333121,0,0,0,0,0.665410655,0,0,0,1.084638476,0,0,0,0,1.225377192,0,Ereaders
368,1.019934407,3.204860677,3.392683602,0,0.776407161,0,0,0,0,0,0,0,0,0,0,0,1.851119731,0,Ereaders
371,0.97436235,0.994464124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
372,3.291817528,2.670479093,3.973936879,0.579699663,0,0,0,0,0,0,0,0.584901341,0.975194822,0,0,0,0,0,Fashion
376,3.103786975,1.125916279,0,0,1.068520746,1.637898822,0,0.163922975,0,0,0,1.927442744,0,1.251869963,0,0,0,0,Laptops
383,0.971857719,2.503306244,0.816813816,0,0,1.764526293,0.577702998,0,0,0,0,0,0,0,0,0,0,0,Phones
389,4.45249995,1.124487451,2.132281759,2.322461046,3.053740047,0,0,0.705581503,0,0.718373569,0,0,0,0,0,0,0,0,Phones
396,1.360808508,4.335063439,0.572075594,1.774214892,0,1.139647247,0,0,0,0,0,0,0,1.444362114,0,0,0,0,Phones
397,2.60359394,1.853189611,0.740333121,1.344350268,0.336314983,0.615244347,0,0.92976075,0,0,0,0.210500208,0,0,0,0,0,0,Phones
399,2.754971363,1.844616644,3.083701597,1.184569314,0,1.375009179,2.072567897,0,0,0,0,0,0,0,0,1.07109142,0,0,Pet Supplies
402,1.086154393,2.136097508,0.72809621,0,0.641881168,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
406,1.07576934,2.107520953,0,0,0,0,0,0,0,0,1.093139648,0,0,0,0,0,0,0,Phones
414,1.930031603,0,0,0,0,1.478238096,0,0,0,0.543432855,0,1.876826282,0,0,0,0,0,0,Phones
415,2.907387292,3.273444409,1.84165512,1.519570729,0.880184356,0.426679525,0,0,1.365362265,0,0,0.658014009,0.946829408,0,0,0,0,0,Home Decor
417,3.631347681,1.737454562,0,1.12550422,0,0.565694467,0,1.948934033,1.772919042,0,0,0,0,0,0,0,0,0,Phones
418,2.18941358,4.479375043,0,0,0,0,0,0.844883636,0,0,0,1.422081558,0,0,0,0,0,0,Phones
434,0.866235619,2.124666886,1.434777826,0,0,0,0,0,0,0.571348926,0,0.486882161,0,0,0,0,0,0,Phones
437,0.884378918,1.2402225,0,0,0,0,0,0.338212621,0,0,0,1.196316068,0,0,0.705912651,0,0,0,Phones
442,3.66464094,2.217540691,0,1.151248701,1.819944509,2.996391373,0,1.043146208,0,0,0,0,0,0.560053673,0,0,0.582135312,1.243919358,Consumer Durables
444,1.221221174,1.83461485,2.695179669,2.129000421,0,1.463097855,0,1.150052496,1.69385491,0,0,0,0,0,0.199543698,0,0,0,Fashion
445,1.094645702,0,0,0,0.712987764,0,0,0,0,0.83748214,0,0.613825034,0,0,0,0,0,1.241598613,Phones
447,1.926671733,1.260226089,0,0,3.063349046,0.674428927,0,1.066471216,0,0,0,0.496523391,0,0,0,0,0,0,Phones
450,4.010279947,3.04911845,2.080274887,0,2.565602871,0.551930611,0,1.788898558,1.66561772,0.422463213,0,0,1.008410649,0,0,0,0,0,TVs
452,1.562095275,0,0,0,0,0,0,0,0.835444331,0,0,0,0,0,0,0,0,0,Fitness
457,0.32828986,0.98446233,1.459251648,0,0,0,0,0,1.154148083,0,0,0,0,0,0,0,0,0,Fashion
458,1.25634709,0,1.456192421,0,1.158845342,0.791421699,0,1.586100569,0,1.509328923,0,0,0,0,0,0,0,1.475993865,Phones
462,2.463640075,2.048939015,0.94836061,0,1.510534724,0,1.549365182,0,0,0,0,0,0,0,0,0,0,0,Phones
468,3.357243363,2.12895337,0.734214666,0,1.343338132,0,0,0,0,0,0,0.589721957,0,0,0,0.999851968,0,0,Pet Supplies
476,3.849006179,0.798714721,0,0,0,0.6579123,1.552479484,0,0,0,0,0.347084312,0,0,0,0,0.678028875,0,Ereaders
479,3.444477811,2.176104686,1.067670493,0,0,0,0,0,0,0,0,1.524921354,0,0,0,0,0,0,Phones
482,0.779367703,1.101626207,1.569383848,0,0,0.755635675,0,0,0,0,0,0,0,0,0,0,0,0,Phones
484,2.243232592,5.350959979,0,0,0,0.948329654,0,0,0,0,0,0,0.876783719,0,0,1.09858735,0,0,TVs
490,0.805513601,3.203431849,0,0,1.39138313,0,0,0,0,1.313916424,0,0,0,0,0,0,1.436357142,1.123240615,Ereaders
497,0.516931298,1.250224294,0,0,1.358712532,0,0,0,0,0,0,1.233274119,0,0,0,0,0,0,Phones
507,0.863975342,1.207359461,0,0,0,0.860240978,0,0,0,0,0,0,0,0,0,1.103586609,0,0,Fashion
510,3.356510301,3.376320008,2.860377969,0.569251065,0,0,0.621303224,1.324990059,0,0,0,0,0.814346523,0,0,0,0,0,TVs
514,3.367628417,2.717630409,2.600343608,0,0,0,0.560574337,0,0,0,0,0.555977649,0,0.699162971,0,0,0.595471503,0,Laptops
527,4.042962321,6.128242283,1.324645626,0.306779431,1.264544336,0,0,0,0,0,0,0,0,0,0,0,0.913211541,0,Fashion
537,1.70498139,0.588677039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
540,1.097455775,3.200574193,0.89329451,0,0,2.478870401,0.783246921,0.681608578,0,0,0,1.485552995,0.596220538,1.18486277,1.010592275,0,0,0,Laptops
541,3.571664169,5.400968951,2.025208787,0.589573767,0,0,0,0,0,0,0,1.303976479,0,0.673711156,0,0,0,1.14876881,Consumer Durables
543,3.530979195,3.270586754,2.609521292,0,0,2.415556665,0,0.961508678,1.176173091,0,1.144280685,0,0,0,0,0,0,0,Fitness
549,2.659428873,2.018933632,2.386197664,1.112937178,0,0,0,0,1.134005554,0,0,1.491177046,0,0,0,0,0,0,Fashion
551,2.347022036,0.921593908,2.159814809,0,0,0.978610136,0,0,0,0,0,0.617842214,0,0,0,0,0,0,Phones
555,1.746582692,2.706199787,1.000367482,1.299575695,4.712253363,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
557,4.144124957,2.181819997,2.33725002,1.839814848,3.197875039,0.556059768,0,0.397173059,0,0,0,0,0.780155857,1.231535804,0,0,0,0,Home Decor
559,3.083872108,4.123596929,0,1.593788085,0.99933595,0,0,1.807688149,0,0,0,0,0,0,0,1.41104109,0,0,Phones
560,3.33842809,3.377748836,0,1.260007468,0,0,0,0,0,0,0,0,1.049211193,0,0,0,0,0,Fashion
562,2.222767928,1.1887847,1.551028482,2.185803448,0,0,0,0.11079379,0,0,1.038802297,0,0,0,0,0,0,0,Phones
572,3.499824036,1.938919277,0,0.811184564,0,0,0,0,0.746779554,0,0,0,0,0,0,1.07609068,0,0,Phones
585,2.149828201,0,0,0,0,2.518785583,0,1.531027633,0,1.317638566,0,1.989307309,0,0,0,0,0,0,Phones
587,2.318860215,1.550278125,0,0,0,0,0,0,0,0,0,0.829145858,0,0,0,0,0,0,Phones
596,2.474880368,2.19896593,0,0,0,0,0.443788017,1.87636734,0,0,0,0,0,0,0,0,0,0,Phones
604,2.222767928,0,0,0,0,1.292426045,0,0,0,0,0,0,0,0,0,0.833626578,0,0,Pet Supplies
607,3.184240594,1.233078361,0.841287638,0,0,0.989621221,0,3.877134724,0,0,0,0,0,0,0,0,0,0,Phones
616,2.19912666,0.934453358,0,0,0,0.455583622,0,0,0,0,0,0.842804268,0,0,0,1.019849007,0,0,Pet Supplies
620,0.726587197,2.451868444,0.682207794,0.368465651,0,1.611747496,0,0,0,0,0,0,0,0,0,1.113585129,0,0,Pet Supplies
622,3.154612648,3.550636996,0.541483316,0.292812063,0.522729574,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
627,1.076258049,1.856047267,3.646599507,0.623720213,0,0,0,0,0,0,0.920538651,0,0,0,0,0.78863324,0.688542591,0,Pet Supplies
628,2.539084432,2.194679447,0.471121077,1.009097511,0,1.796183161,0.518531262,0,0,0,0,0,0,0,0,0,0,0,Phones
629,1.267159763,1.664584346,0,0,0,1.081839054,0,0,0,0,0.575336657,0,0,0,0,0,0,0,Phones
631,3.815651832,1.900340927,1.450073965,1.449231204,0,1.829216415,0,0,0,0,0,0.457958468,0,1.050984854,0,0,0,0.617318189,Fashion
634,2.083852569,0,0,0,0,0.953835196,0,1.724754785,0,0,0,1.164178631,0,0,0,0,1.120875083,0,Fashion
636,1.416765618,1.380247621,0,2.009398094,0.265208387,1.461721469,0,1.470123444,0,0,1.20820698,1.353789506,0,0,0,0,0,0,Phones
640,0.777290692,4.622257819,0,0.873624806,0,0.898779773,0,0.375791801,0,0,0,0,1.126722716,0,0,0,0,0,Home Decor
643,4.746641312,1.193071184,1.297112576,0,0.534260373,0.484487719,0,0,0,0,0,2.265689262,0,0,0,1.311055893,0,0,Phones
646,0,1.170209939,0.777043855,0,0,0,0,0.607746051,0,1.295305709,0,0,0,0,0,0,0,0.696223521,Phones
647,0.974545615,3.077695005,0.960597521,1.154552038,0,2.235250156,0,0,0,0.822593568,0.520999306,0,0,0.976903921,0,1.218569586,0,2.095632799,Laptops
654,1.151335875,2.014647148,1.052374354,0,0,1.765902679,0,0,0,0,0,0,0,0,0,0,0,0.684619796,Phones
660,3.473311606,6.468303291,1.128855049,0.980803715,0,0.114240002,0,0,0,0,0,0.901455089,0,0,0,0,0,0,Phones
662,0.598606687,0,1.872247398,0,0,0.76939953,0,0,0,0,0,1.515280123,0,0,0,0,0,0,Phones
666,2.022702931,1.168781112,2.092511798,0.927986236,1.158845342,0,0,0,0,0,0,0,0.797679168,0,0,0,0,0,TVs
667,2.88050833,0.752992232,1.33382331,0,0,0,0,0,0.381202066,0,0,0,0,0,0,0,0,0.610355954,Fitness
669,3.105192012,1.533132192,1.082966632,1.169919734,0,1.500260265,0,0,0,0.310798927,0,0,0,0,0.969825283,0,1.215075161,0,Ereaders
682,1.516462129,0,0.877998371,0,0.209476189,0,0,0.295450106,0,0,0,1.822996076,0,0,0,0,0,0,Phones
694,1.75678448,1.891767961,0.945301382,0.66088275,0,0,0,0,0,0,0,2.652141934,0,0.672960566,0,0,0.894089278,0,Consumer Durables
698,3.628171076,1.377389965,0.348751966,0.389829621,2.644396667,2.551818836,0,0.351818876,0,0,0,0,0.666646651,0,0,0,0,0,Fashion
700,1.331608182,0.950170464,1.235928021,0,0,1.314448214,0,0,0,0,0,0,0,0,0,0,0,0,Phones
704,1.269847659,2.266120835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phones
707,1.58714158,1.778890567,0.428291888,0,0,1.34059954,1.552479484,0.419850151,0,0,0,0,0,0,1.13074762,0,0,0,Phones
710,2.915389892,0,0,0,0.98972695,1.639275207,0,2.149788271,0,0,1.636513158,0,0,0,0,0,0,0,Phones
715,1.528191131,0,0,0,0,2.407298352,0,0.945958673,0,0,0,0,0,0,0,0,1.090745171,0,Fashion
724,2.341646243,0.817289481,0.884116827,0,0,0,0,1.009454529,1.158666034,0,0,0,0,0,0,0,0,0,Fitness
731,1.805288787,1.758886979,0.868820688,0,0,0,1.714423182,0,0,0,0,0,0,0,0,0,0,0,Phones
733,2.032049479,3.510629818,1.122736593,0.730252818,1.176141541,0,0,1.980681961,0,0.937979996,0,2.206235005,0,0,0,1.24231607,1.594697947,0,Phones
736,0.408560213,0,0,0,1.429819128,0,0,0,0,0,0,0,0,0,0,1.132332354,0,0,Phones
738,1.913048987,0.612967111,0,0,0,0.820325796,0,0,0,0,1.777151007,0,0,0,0,0,0,0,Phones
739,2.97018632,0.923022736,0.556779455,0,0,0,0,0,0,1.269250709,0,0,0,0,0,0,0,1.088429438,Phones
741,3.668367341,1.846045472,0.945301382,1.018612557,0,3.087232821,0,0,0,0,0,1.160161452,0,0,0,0,0,0,Phones
747,1.67260446,0,2.334190792,0,1.204968539,0,0,0,0.832244116,0,0,0,0,0,0,1.08108994,0,0,Pet Supplies
751,0.860371118,1.228791878,0,0,0,0,0.605731715,1.117008734,0,0.651374998,0,0,0,0,0,0,0,0,Phones
763,2.394121307,1.937490449,0,0,0.659177367,0,0,0,0,0,0,0,0,0,0,0,1.041210748,0,Phones
764,2.205907489,2.336133396,1.465370104,1.022418575,0,2.561453535,0,0,0,0,0,0,0,0,0,0,0,0,Phones
770,2.660223024,2.350421673,1.655042226,0,0,0,0,0,1.48339372,0,0,0,0,0,0,0,0,0,Fitness
779,0.713575336,4.19360949,1.437837054,0,1.485551325,0,0,0,0,0,0,1.177033606,0,0,0,0,1.407215095,0,Phones
781,2.025329739,1.073049651,0,0,0.555400172,0,0.876675978,0.793698201,0,0,0,0,0,0,0,0,0,0,Phones
785,3.114660737,2.981963545,0.923886788,0.270729976,0,0,0,0,0,1.120364996,0,1.026791091,0,0,0,0,0,0,Phones
791,1.371743358,0,0,0,0.720674964,1.285544117,0,0,0,0,0,0,0,0,0,0,0,0,Phones
792,1.060802646,1.897483272,0,0,0,0.267018799,0,1.229746275,0.55307243,0,0,0,0,0,0,0,0.850482051,0,Fashion
794,2.809217994,1.893196788,1.232868793,0.707703955,1.005101349,0,0,0,0,0,0,0,0,0,1.364621416,0,0,0,Phones
809,2.345433733,5.745316442,0.83822841,0.902780342,0,0,0,0,0,0,0,0,0,0,0,2.217171739,0,0,Pet Supplies
811,4.445658033,0.71584271,2.233236275,1.063889811,0,1.007514233,0,0,0,0,0,0,0,0,0,0,1.870030309,0,Ereaders
813,1.332035801,5.022329593,0,1.250671951,0,0.887768689,0,0,0,0,0,3.047432401,0,0,0,0,1.205619872,0,Ereaders
814,0.852124164,1.350242238,0,0,0,1.059816885,0,0,0,0,1.118710167,0,0,0,0,0,0,0,Phones
816,1.663624443,0.760136371,1.19615806,0,1.59125032,0.64552483,0,0,0.939168943,0,0,0,0,0,0,0,0,0,Fitness
818,1.533628012,1.08019379,0,1.666820548,0,0.963469895,0,0,0,0,0,3.835603027,0,0,0,0,1.376026755,0,Ereaders
826,4.955564148,0.967316397,0.394640383,0.312632082,0,1.891153765,0,0,0,0,1.249759072,1.284694018,0,0,0,0.804880834,0,0,Pet Supplies
830,1.234538478,2.086088537,0.856583777,0,0,1.017148932,0,0,0,0,0,0,0,0,0,0,0,0,Phones
833,1.660325661,1.011610058,0,0.463723824,0,0.714344108,1.13049158,0,0.015436331,0,0,0,1.059030905,0,0,0,0,0,Fashion
836,1.405647502,1.83461485,0,0,0,0.5244029,1.242606448,0,0,0,0,0,0,0,0,0,0,0,Phones
840,2.784232778,2.964817612,0,0,0,0,0,1.56083181,0,1.226446067,0,0.991439911,0,0,1.081398104,0,0,0,Phones
844,2.497605308,2.068942604,0.914709105,0,0.728362163,1.489249181,0.678917809,1.174673338,0.830361637,0,0,0.972960885,0,0,0,0,0,0,Fitness
846,2.929012638,2.449010789,2.554455192,0,0,0,0,0.884406567,0,0,0.645655582,1.028397963,0,0,0,0,0,0,Phones
848,2.844466087,0,0,0,0,1.220853996,0,0,0,0,0,1.793268948,1.160509181,0,0,0,0,0,Fashion
852,0.773625379,4.973749449,0.72809621,0,4.206819989,1.107990379,0.815947091,0,0.564743802,2.471502848,0,0.461172211,0,0,0,0,0,0,Fashion
853,2.476835201,2.11609392,0.544542544,0.650434152,0,0,1.297106731,3.08408444,0,0,0,1.534562585,0,0,0,0,0.994498799,0,Fashion
854,3.512713719,5.606720149,0,0,0,1.277285804,0,0,0,0,0,0,0.492031736,0,0.875417512,0,0,0,Phones
